,0,full_statement,sentiment,GF_complexity
45,Gisela Schwab,"Thank you. Thanks for the question. So, the question was around the development path and what can we learn or have we learned from COSMIC-021 and what can be applied for 092, and how can we drive things forward? I think this is a key question, of course, XL092, as Peter as described, is a differentiated product and the profile suggests that it has a shorter half-life and while retaining the target inhibition profile that we’ve learned to love with cabozantinib and we’ve seen very encouraging activity within.,So, with that, certainly, we have lots of experience with cabozantinib as a single agent and combination. And so everything that we’ve learned and anything really in 021 – COSMIC-021, but also in other clinical experience with cabozantinib is coming to bear in some way that we can build on when we think about the development costs for XL092 while we’re not looking to replace cabozantinib, we are rather viewing this as the development cost with the opportunity to build upon that experience in broadly expand the opportunity in two indications outside the current and near-term specific indications that comprised the existing cabozantinib footprint, also including combination partners line of therapy in tumor indication.,And so I think, we certainly see a lot of opportunities for XL092’s project development plan with various combination partners and in different lines of therapy, but also across an array of different indications. And that may include some of the cabozantinib indications, but again, we’re not looking to replace cabozantinib and are looking to do head-to-head study.",0.08716517857142855,23.43
46,Andy Hsieh,"Great. Thank you. And maybe, one more for P.J. going back to the kind of the dynamic COVID-19 impact with the TKI market, I’m just wondering if you’re seeing any inflection points and maybe, your thoughts on when that is going to stabilize, would it be with like a vaccine be necessary to kind of see that, or are you anticipating some sort of stabilization going in the near-term?",0.35714285714285715,31.66
47,P.J. Haley,"Yes. Thanks for the question, Andy. I wouldn’t want to speculate too much specifically on the RCC, TKI market vis-à-vis COVID. I think anecdotally customer feedback, you do hear that things are starting to get back to normal depending on the geography, the location, tele-health et cetera, but I think, when you do look at data, that’s been put out there, published from folks like the community, for the Community Oncology Association, you see that these things have impacts of screening of – just follow-up things that may influence the patients’ journey.,So those, I think just take a little bit of time, and this is broadly for oncology to kind of work through the system. Obviously, you can’t really, there’s no crystal ball for anyone with regards to the pandemic. And I think the system just working through that, but I wouldn’t want to speculate too much looking forward, but I think, what’s important for us, as kind of Mike mentioned, we mentioned in the call is that we’re very excited about -9ER with regards to getting that approval and then being ready to go with the launch and really driving growth in the business forward for CABOMETYX with that approval.",0.20703125,18.27
48,Andy Hsieh,"Right. Yes, absolutely, yes. Looking forward to that approval. Thanks for all the insights and answering all my questions.",0.22857142857142856,6.73
49,Gisela Schwab,"You bet, Andy.",0.0,1.2
50,Operator,And our next question will come from the line of Yaron Werber with Cowen.,0.0,5.6
51,Leo Wallen,"Hi, everyone. This is Leo on for Yaron Werber.",0.0,3.6
52,Gisela Schwab,Hi.,0.0,0.4
53,Leo Wallen,"Thanks for taking my questions. I have a couple of questions; first is regarding the cabo. You guys mentioned about the market trend to for TKI. I’m just wondering if you see any specific trends or different in terms of different market segments, such as maybe, the second-line RCC versus the first-line RCC. and within first-line RCC, are you just seeing any like different trends in the different risk categories in terms of favorable risk versus cool risk? I’m just wondering how the potential approval of -9ER in first quarter next year or the potential data from COSMIC-313 would kind of reverse that trend and I have a follow-up question for 092. Thanks.",0.12333333333333332,11.16
54,P.J. Haley,"Yes. Hi, Leo, it’s P.J. I’ll take that first question. So, as I mentioned broadly, we’ve kind of presented the TKI trends, and what they were. but what I would say is, when you look at the market for RCC, you see significant utilization of combinations in the frontline setting. Approximately, 80% of the frontline setting is combination therapy, in terms of IO and something else and 50% of that is IO/TKI.,So, I think significant opportunities for -9ER looking forward, pending an approval. And as I kind of mentioned, we see -9ER competing across clinical risk groups, which is what we see the current IO/TKI to get therapy doing now, it’s getting share in favorable, intermediate and poor risk and we see -9ER potentially competing across all of those well – as well as across all competitors.,With regards to the second line, we see CABOMETYX retaining our market share kind of across segments, certainly in the second line currently are key segment there, and have the potential for growth, and we really get the vast majority of patients, who are progressing from an IO-based therapy in the second line. So again, could see potential growth there as we look forward. So, I think we’re looking at just the potential to grow broadly pending the approval of -9ER, which we’re extremely excited about.",0.1239906832298137,16.28
55,Leo Wallen,"Okay, thanks. So, in terms of the first-line RCC dynamics, are you seeing more of like a decreasing trend of the use of IO/IO versus IO/TKI, or it’s still maintained as same?",0.3,15.3
56,P.J. Haley,"Yes. I mean we’ve got, if you look at one of the slides, we’ve got that broken out in a bar chart for you. So, we see about 50% of the first-line as IO/TKI currently. And I would say, that’s either maintaining or slightly been increasing is what we’ve seen over the last couple quarters. So, I think that shows that IO/TKI is really kind of resonating broadly in the marketplace. So, I think there’s the opportunity to really build on that momentum with CABOMETYX in a potential -9ER approval.",-0.0018518518518518515,10.76
57,Leo Wallen,"I see. Thanks. So, regarding the 092, I’m just wondering, if you identify any potential indication that will allow you to go through the accelerated directory path?",0.1,21.17
58,Gisela Schwab,"Yes. This is Gisela. Thanks for the question. I think this will be entirely data dependent. And at this point, it’s a little bit early to speculate at this point. So, in the Phase 1 study, we have incorporated expansion cohorts in specific indications, and as we learn more about the compounds, we’ll certainly examine the data and then make a data-driven decisions.",0.1181122448979592,10.75
59,Leo Wallen,Got it. Okay. Thank you so much. It’s very helpful.,0.35,2.0
60,Gisela Schwab,"Thanks, Leo.",0.2,0.8
61,Operator,And our next question will come from the line of Michael Schmidt with Guggenheim.,0.0,5.6
62,Michael Schmidt,"Hey, guys. Good afternoon, and thanks for taking my questions. Maybe, just a couple of follow-up to prior questions. It’s been a little while now since asthma where the type in -9ER data was presented. Just wondering what feedback has been now from KOLs since it’s been a while and one rate what your level of engagement, what physicians has to let you the feedback in that regard, and also wondering, how we should think about potential inclusion in [indiscernible] guidelines prior to the approval of the combination in February.",0.11874999999999998,12.11
63,P.J. Haley,"Hey, Michael. this is P.J. So, I’ll just – with regards to the second part, I mean, in NCC, and, I won’t speculate on what they or when they might do it, they just have to kind of wait and see how that goes. With regards to feedback, we’ve talked to a lot of KOLs, conducted many ad boards, and we’ve also done market research with a significant amount of community and academic positions.,So, we’re talking well over 100 physicians at this point. So, I think we’ve gotten a really nice sampling and flavor of feedback and it’s all been extremely positive and we believe this will be a best-in-class combination in terms of IO/TKI; really looking at the totality of the data, it’s impressive. When you look at the efficacy in terms of, it’s the only combination that doubles progression-free survival, and objective response rate, while increasing, improving overall survival and doing that while it maintains quality of life relative to sunitinib, which is really novel in this setting.,And I think you kind of wrap all that up in the fact that this is a new optimized dose of 40 milligrams daily in terms of with combination and nivo here, and physicians are viewing this very favorable and looking at it in a sense that they’re getting efficacy that they really want to use for their patients with tolerability sort of safety profile and quality of life that they really like, and can kind of build on their experience really both these agents separately. So, it’s been very favorable, I think we’re excited, we’re ready to go and launch it sort of across the board, both virtually and in person, and I think that the entire team is just looking forward to having the opportunity to get out there and educate on the data.",0.23337542087542093,23.73
64,Michael Schmidt,"Okay. And then on COSMIC-312, the frontline liver cancer study, I guess, how do you think about potential differentiation from the approved Tecentriq-Avastin combination, and is it purely an efficacy question? Are there other factors that play that might sway physicians to prescribe one versus the other combination potentially are pending success, obviously?",0.09553571428571428,15.13
65,Mike Morrissey,"Yes, Mike, P.J. addressed that as well. I think obviously, we’ll have to get a positive study and the answer to that will be data-dependent. I think, a couple of things as I think about that setting those, we’re seeing in multiple data sources, the atezo/bev combination do well in terms of rapid uptake in the first-line, seeing first-line share of already 30% to 50%. So that said, I think we’ll – it’ll be a great opportunity to differentiate depending on the data with instead of an IO/bev option and IO/TKI option, so novel mechanism of action. and this is a tumor type very much like renal, where TKIs have been backbone of therapy for over a decade.,So, I think that’s – that we’ll be – we’ll be – we’ll do well from an experience standpoint there. And then I think there’s certain nuances with regards to bevacizumab in terms of the inclusion criteria, potential places, where physicians will want to think about what are appropriate patients given that safety profile, where perhaps we’ll have a slight advantage there, but obviously, we have to really wait and see the data. But certainly, represents a large potential of growth opportunity in the first-line setting and in the interim potentially, some opportunity for those patients progressing on an IO-based therapy into the second-line HCC.",0.16021645021645023,18.58
66,Michael Schmidt,"Okay. And then one, maybe for Peter or Gisela. Just on XL092, so given the similar binding characteristics of that molecule to CABOMETYX and I guess the shorter half-life, how would one expect that to translate into a differentiated clinical profile? Is it mainly a safety advantage or might that and able to potentially a higher dosing or pushing efficacy maybe further, and as a result of that are there certain potential indications where XL092 might be more advantageously positioned relative to CABOMETYX for example.",0.21309523809523806,17.91
67,Gisela Schwab,"Yes, this is Gisela. Thank you for the question. I think the key question is, how does the shorter half-life translate into differentiated profiles? And the key here is that it’s worth event management and management of tolerability could be improved and adverse events could subside more quickly as Peter explained earlier, cabozantinib depends a long half-life in the [indiscernible] on time is it’s longer. So that would be expected to be shorter and adverse events could sit side more quickly. And so it would be potentially resulting in if you build more user-friendly TKI in that fashion and that could translate into an improved safety profile in terms of other advantages that could be notable the shorter half-life of course, it’s also important to when thinking about peri-surgery indications or administration, where wound healing as well as pleased and things like that will always have to be kept in mind when dosing a longer half-life TKI to targets VEGFR. And so that could be a setting, where a shorter half-life, it’s also of benefit. But this would be a very specific indication here. General, we XL092 as one that’s a compound that can potentially have a broad and diversified development, including such indications as just mentioned.",0.17638888888888887,12.49
68,Michael Schmidt,Okay. Thank you so much.,0.35,2.0
69,Gisela Schwab,"Thank you, Michael.",0.0,1.2
70,Operator,Our next question will come from the line of Kennen MacKay with RBC Capital Markets.,0.0,6.0
71,Kennen MacKay,"Thanks for taking the question. I was hoping that the team could comment a little bit about specifically how cabo/nivo in the CheckMate -9ER profile would be differentiated in the eyes of physicians versus some of the other checkpoint TKI combos that are already approved, essentially, what’s going to be the edge that drives physicians to choose about cabo/nivo over any of the other combinations. Thank you.",-0.0475,15.79
72,P.J. Haley,"Yes, hi Ken, and this is P.J. I’ll take that. As I was kind of referring to earlier, I think the data are really compelling and we’ve heard this from broadly in market research and for KOLs. I think, first of all, it’s the only – not only the only IO/TKI, but the only combination that’s doubling PFS and objective response rate while improving survival. So, I think when you look at the totality of the efficacy data, that’s very compelling. Furthermore, the safety and tolerability profile, I think look really good to physicians low discontinuation rate, the EU rate really good with the 40 milligram dose.,And then if you look at the quality of life data, right, it’s maintaining quality of life despite adding a second drug and providing all that clinical benefit that we’ve talked to, which is unique relative to other IO/TKI. So, I think that’s really compelling for physicians and we’ve heard really good feedback on it. So, I think that gives us a lot of opportunity to position it broadly successfully across risk groups, favorable, intermediate and poor, and with regards to any potential competitors.",0.20367559523809523,14.36
73,Mike Morrissey,"Yes, hi, Ken, it’s Mike. That’s a really good question, and we’ve done a lot of market research in terms of ad boards and blinded market research, and it’s been a very consistent instead of feedback, I’d also refer you back to the analyst discussion that we had post the ESMO presentation back in September with four are very kind of top tier KOLs that presentation is still on our website still online. And that would definitely recommend people take a listen to that. There was a lot of great discussion there, a lot of great perspective there on why they think this is not only great, a very competitive combination, but really veteran towards best-in-class as well.",0.37730769230769223,15.19
74,Kennen MacKay,"Thanks, Mike. Thanks, P.J.",0.2,1.6
75,Gisela Schwab,"Thank you, Ken.",0.0,1.2
76,Operator,And our next question is going to come from the line of Chad Messer with Needham & Company.,0.0,6.8
77,Duane Kailas,"Hello, everyone. Thanks for squeezing me in. And this is Duane for Chad. Just one question from us. Are here indications that are going to be revisited with XL092 or cabo face certain challenges in development?",0.20714285714285713,6.93
78,Gisela Schwab,"This is Gisela. Just to go back to the development plan for XL092 there are certainly areas where cabozantinib has been developed its commercialized and where we can be looking now at different lines of therapy, different combinations within a tumor type. And that it certainly in the broader development plan. But we also see opportunity and various different combinations that haven’t been explored with cabozantinib. We see opportunity in different lines of therapy earlier lines of therapy across indications including adjuvant and new adjuvant indications, given the target the profile of the compound. And so we really are viewing this as an opportunity to build on the cabozantinib development plan, and from the cabozantinib development plan more broadly with a wide array of opportunities.",0.08849567099567099,12.16
79,Duane Kailas,All right. Thank you for taking the question and congratulations on all the progress.,0.2857142857142857,8.46
80,Gisela Schwab,"Thank you, Gill.",0.0,1.2
81,Operator,And our next question will come from the line of Stephen Willey with Stifel.,0.0,5.6
82,Stephen Willey,"Yes, thanks for squeezing me in. So just a quick question. I know on the kind of year end 2022 run rate and guidance that you’re providing, I think Mike, you had mentioned, or P.J. had mentioned that you expect there to be, I think, five ICI/TKI combos to be approved at that point. I know you spoke a little bit to the inputs regarding just treatment duration that you guys were maybe assuming in that number, but can you maybe just say, I guess yes or no, whether or not you guys are assuming that you guys have a majority market share relative to those other those combo competitors and maybe to what extent?",0.13680555555555554,13.95
83,Mike Morrissey,"Yes. Steve, it’s Mike. We don’t want to give that level of data from a competitive point of view. I would say if it’s a, it’s a very conservative market share estimate that’s arguably comparable. But certainly we’re not, we’re not going offline on a market share ledge, if you will, in terms of assuming we get a very large majority market share either. So, we’re taking, I think a very conservative view here, obviously, a doubling of duration of treatment, approximately based upon the PFS data is a strong driver of those of that run rate. But we’re conservative in terms of the expectation for market share, leaving some upside for growth as well, even beyond 313 and other cabo activities in that indication.",0.059970238095238076,12.16
84,Stephen Willey,"Okay. And, then just real quickly on COSMIC-311. I know that there’s a – I guess in interim read coming this quarter is, should we expect to see any kind of data, I guess, within a press release? Or was that something where you guys are just going to be – are just going to stay yes, we hit the threshold we’re filing. No, we didn’t. We’re going forward.",0.5333333333333333,6.1
85,Mike Morrissey,"Yes. It’s our study. So, we have more flexibility with what we say and when we say it. So, I mean, we normally put some level of kind of uber top-line data in press release to give people some sense of the results. And I’m assuming we’ll do that here, but that remains to be seen. So, stay tuned.",0.234375,6.75
86,Stephen Willey,All right. That’s helpful. Thank you.,0.2857142857142857,2.4
87,Gisela Schwab,"Thanks, Steve.",0.2,0.8
88,Operator,And our next question will come from the line of Paul Choi with Goldman Sachs.,0.0,6.0
89,Charlie Ferranti,"Hi everyone. This is Charlie Ferranti on for Paul. Thanks so much for taking our questions. I just had a quick question on the XL092 Phase 1 study. I noticed that previously there was a cohort designated for non-small cell lung cancer, and that cohort appears to have been edited to drop that indication at this point. And so I’m just wondering, has your thinking evolved somehow on this indication in terms of how you want to maybe approach it using XL092, because I see that on Slide, I think 30 of the presentation NSCLC is still listed as a potential target. So, just wondering how you’re thinking about lung at this point? Thank you very much.",0.1377777777777778,9.07
90,Gisela Schwab,"Absolutely. Lung cancer is certainly still a interest and as a potential indication and various different fittings and as we go forward and as we develop a variety of combination approaches containing XL092 is a backbone, we are certainly including lung cancer in our thought process and in our plans. Hey, Charlie anything…",0.10476190476190476,18.9
91,Charlie Ferranti,Thank you so much. That’s it for tonight. Thank you.,0.2,2.0
92,Operator,Thank you. I’ll now turn the conference over to Susan Hubbard for closing comments.,0.0,8.46
93,Susan Hubbard,"Great. Thank you, Holly. And thank you all for joining us today. We certainly welcome your follow-up calls with any additional questions you may have that we were not able to address on today’s call.",0.45,5.82
94,Operator,Thank you. And thank you all for joining us today. We walked on your follow-up calls and we appreciate your participation. You may now disconnect.,0.0,8.12
