,0,full_statement,sentiment,GF_complexity
40,Eddie Capel,"Well, the WMS systems don't flip in a matter of days or a matter of weeks, Brian, as you know. But look, we've all seen this acceleration of customer demand, e-commerce demand, delivery, expectations and so forth. Even over the last seven, eight months or so and it's real. And it's real. We do think the companies with -- certainly with customer facing requirements, so forth are under an awful lot of pressure to be able to deliver the consumer expectations, consumer demand. And it requires modern technology, old tired Warehouse Management systems that haven't being modernized for years are not going to really be able to get the job done. So we are -- no question, we're seeing a refresh cycle happening. I don't know that it's going to be much, much, much faster than cycles that we've seen before. But it's there and the good news is as we've moved to cloud-based technology, there is a speed component in terms of being able to get these solutions rolled out to customers and prospects.",0.14725274725274726,10.45
41,Brian Peterson,"Got it, thanks Eddie. And maybe one for Dennis, and I appreciate all the components of the guidance. But just in terms of the investments, I know they're picking up a little bit next year. Is there anything that you call out in terms of products or go-to-market that we should be paying attention to on margins next year. Thanks, guys.",0.0425,8.09
42,Dennis Story,"No, not really. Not really. As we expect to be able to benefit from scale, of course. But no major product-by-product margin impacts. We see a lot of opportunity clearly in front of us and our appetite to be able to invest in innovation is not been quenched at all. That's for sure, so we expect to continue to invest in innovation that has near-term impact on margins.",0.24479166666666666,7.79
43,Eddie Capel,"Yes, Brian, just to piggyback on that. There is also, as the cloud business continues to scale, we're investing in just tooling with our business to drive the margins up, future margins ups, so requiring investment as the business scales over the next year to two.",0.0,13.55
44,Brian Peterson,Understood. Thanks guys.,0.2,14.53
45,Eddie Capel,"Thank you, Brian.",0.0,1.2
46,Operator,Your next question comes from Yun Kim from Loop Capital Markets.,0.0,4.4
47,Yun Kim,"Thanks. Hey, Eddie and Dennis, congrats on a strong quarter, especially in a tough environment for you guys. Just following up on Terry's question early on. Dennis, I just want to make sure I understand it. So how does the ramp cloud deal effect RPO. Does the whole value of the contract swap in the RPO upfront? Or does it get added when the next ramp starts just like the revenue?",0.08194444444444443,5.85
48,Eddie Capel,"No, it shows up when we close the deal. The bookings show up in RPO or reported in RPO.",0.0,5.91
49,Yun Kim,"Got it. Okay. So that could potentially be choppy as you close on larger deals, right, down the road?",0.08603174603174601,9.71
50,Eddie Capel,"I don't know, if it would be choppy, Yun I think just the reason we put that out there is on the year one ramp the revenue can be much smaller and the exiting annual subscription value can be significantly larger. So, that impact in terms of cloud revenue can squeeze your sequential decline. So it could be a little bit more lumpy on the revenue side, not as much on the booking side.",0.052083333333333336,12.58
51,Yun Kim,"Okay. Great, thanks for that. And then Dennis, it's a very basic question. Can you just give us update on your business around the brick and mortar or the big box retailers. I am assuming that particular part of the business for you guys is still being pressured, any update there on when we can start to see that business coming back? And then also how much of your professional services business is still kind of tied to that retail vertical slow down, I am assuming some of the weakness in professional services or at least a year-over-year decline is driven by the some of the projects that are more or less postponed that was ongoing prior to COVID?",0.1320261437908497,11.54
52,Dennis Story,"Yes, certainly, Yun, the -- some of the services -- most of the services decline is associated with some of the kind of retail slowdown and kind of retail hunkering down, frankly we've got a combination of some sub-verticals in retail being very, very busy and focused on meeting customer expectations. Others being impacted by the stores being closed and so forth and putting projects on hold, pausing them and so forth. We're beginning to see those light back up and so forth. So that's encouraging.,In terms of the first part of your question, which was are we seeing activity around big box retail and how our big box retail customer is doing? The answer is, well, but generally in the e-commerce channel, right? You see big box e-commerce retail channels growing 200% year-over-year, putting all kinds of stress on the distribution network. So for us, we are still quite busy in that big box space.",0.1690849673202614,11.4
53,Eddie Capel,"Yes. And we haven't had from a retail perspective, it's a strategic vertical for us and a great growth opportunity. A lot of demand, when you go across sub-verticals within retail itself, Yun. In addition to that, we've had very minimal bankruptcy events, no liquidations, chapter 11 and customers are taking that opportunity to restructure their business. And really the challenge for retailers has been the mandated government shutdowns of their retail businesses. So we've seen a lot of positive activity, not just in closing deals with retail, but we are also seeing a lot of positive activity from the retail sector in the pipeline as well.",0.2649090909090909,13.79
54,Yun Kim,"Okay, great. Just I'm assuming on the last one, just a high-level question for you guys. The omni-channel commerce has been a hot secular trend for the past several years and obviously it has evolved very quickly to be more strategic since COVID. Now that you guys have a cloud-based WMS solution in the market, which should reduce the overall complexity of the implementation and should be less of customization in the deployment. Are you at all kind of maybe open to adopting a larger partner ecosystem that includes large global system integrators and perhaps even giving them access to some of your professional services work to help them ramp?",0.1592261904761905,14.64
55,Eddie Capel,"Well, look, it's probably a reasonably long answer. At the end of the day, we have a large partner ecosystem around the world that ranges from big global companies like Deloitte, all the way down to the smaller supply chain focused boutique companies. And of course, you've been in that customer conference and there is no shortage of implementation partners at our customer conference.,In terms of customization and so forth, there is still going to be customization required regardless of whether it's on-prem or in the cloud. One of the unique features or capabilities of our cloud solution. It is extensible, right? It is extensible. So, we'll still allow that customization to happen we'll honor all of the contracts of the customization APIs and so forth, so that as we do these updates every quarter, there is no kind of regression issues or implications have to reimplement customization and so forth. So it's a, certainly a valuable capability to be able to customize the solution and have access to immediate innovation.",0.09852092352092351,12.54
56,Yun Kim,"Okay, great. Thank you so much, guys.",0.5,2.8
57,A - Eddie Capel,"Our pleasure, Yun. Thank you.",0.0,2.0
58,Operator,Your next question comes from Mark Zgutowicz from Rosenblatt.,0.0,3.6
59,Mark Zgutowicz,"Good evening. I was just hoping to get a perspective on the -- I'm calling them downstream benefits of your accelerated POS and curbside, pickup adoption. I'm not sure how you characterize it, but I'm just trying to get a sense of where you see that sort of falling into pipeline and whether that might be, if we think about just beyond orders maybe retain business, maybe additional adoption of Active Omni solutions. And then maybe this is a stretch here, but if it's perhaps giving a slight push to accelerate adoption of your Active Warehouse Management solutions? Thanks.",0.036111111111111115,16.35
60,Eddie Capel,"Yes. Thank you, Mark. And I wouldn't say it will be a push or a nudge to go in reverse order, a nudge to the adoption of Active Warehouse Management. Those two things are reasonably different. But I think it is safe to say frankly as a consumer, we're all beginning to expect BOPUS and curbside is table stakes and price of admission frankly in the retail space. Now advanced BOPUS and curbside is starting to really come to the surface, where retailers are looking to offer cross-sell and up-sell opportunities even in BOPUS and curbside environment that requires real sophisticated customer engagement and sophisticated technology systems to be able to make that happen. So, while we have seen an acceleration of e-commerce, I think customer expectations continue to grow and that's why it's so important that we continue to innovate in that space and maintain our market leading position.",0.31166666666666665,13.73
61,Mark Zgutowicz,"Got it. Thank you, Eddie. Appreciate it.",0.0,8.51
62,Eddie Capel,"Our pleasure, Mark. Thank you.",0.0,2.0
63,Operator,"That was our last question. At this time, I will turn the call back over to Eddie Capel for closing comments.",0.0,4.2
64,Eddie Capel,"Okay, very good Mark. Well, thank you everybody for taking the time to participate in this earnings call. I would look forward to crystallizing our 2021 view, in about 90-days or so. And of course it's very premature, but they will have a very happy and safe holiday season, and we'll speak to you again in about 90-days. Thanks.",0.5516666666666666,7.95
65,Operator,"Ladies and gentlemen, this concludes today's conference call. Thank you for participating. You may now disconnect.",0.0,9.62
