,0,full_statement,sentiment,GF_complexity
23,Joe Pantginis ,"Hey guys. Good morning. Thanks for all the color thus far. So two questions for the two Matts. First for Matt Korenberg, I guess, I’ll go off with the CapEx discussion you just had and wanted to focus on the SG&A and the R&D lines. Now obviously, I know you don’t break out the specific guidance for that, but I wanted to get a sense of any of these cash charges that you had so far that can be considered sort of one time based on the acquisitions like any spikes that will – how do we look at normalizing these rates? ",0.19285714285714287,12.95
24,Matt Korenberg,"Yes. Thank, Joe. Good question. You’ll see on the adjusted tables in the earnings release that there is a transaction expense number that will – that covers everything that happened in Q3. And so, you’ll see again in Q4, a small number associated with that. In Q3, it was about $5 million, a little less and that’s buried all in the G&A line. So, that’s really the one-time cost that you’ll see there. ,And then, the only other sort of G&A and R&D numbers that you’ll see, we talked about this at Analyst Day, but obviously with the sale of Vernalis if that completes and goes in this year, next we’ll reduce cost for that. But then, the Pfenex transaction obviously adds some cost to both the G&A and R&D line that will come on board and resulted in our guidance we gave for cash expenses for next year. ",0.015530303030303026,13.8
25,Joe Pantginis ,"Got it. Thanks for that. And then for Matt Foehr, wanted to focus on Captisol and I think you guys and your guess at the Analyst Day gave some great color, specifically around the staying power for remdesivir. So, in case, there was any earlier concerns from the investment community about it just might be a temporary blip for remdesivir needs. ,I think that’s been answered. I hope you agree with that. But I guess, when you look at the staying power of the asset, look, a lot of people keep coming to you to help solve their solubility issues. So I am going to ask my question from a risk perspective. So, Matt, what do you consider the biggest risk to the Captisol franchise? Is that anything competitive based? Or is there – what’s at the top of your list? ",0.375,9.4
26,Matt Foehr,"Yes. Joe, thanks. To your point, the inbound interest in Captisol really has never been higher. I mean, one of the best we often say among the Captisol team that that’s advertisements for Captisol or the publications that partners make and the progress that partners have and I say, I had a lot of high profile highlights of value of Captisol in not only with remdesivir, but other programs as well. ,Clearly, there are other technologies out there, right, that people can use to solve a solubility issue, but they generally treat in a more torturous path through development, right, one can tag on a different molecule, but then you then got to go back and repeat a lot of tox data that answer a lot of regulatory questions. ,So, the value propositions for Captisol is very clear and I think that’s why we are seeing so much inbound interest. I think for us, the real key, right, and this is what we spend our time thinking about is execution, right, being sure that we are consistently there to answer the call and that’s what we are focused on making sure we continue to do that. ,This year has been great from an operational perspective, but that’s really where we focus our effort is making sure we are only there to. I’d only answer technical questions of partners, but make sure where they are operationally getting their needs. ",0.21355990783410136,26.99
27,Joe Pantginis ,"Got it. And you know what? I could ask one question, John if you don’t mind. So, I really appreciate the color you gave before about the question about what you think the street is missing here. So, I guess, are you still getting, because we get some of this with our discussions. ,I am just wondering how much you get on your end, which and I am very happy that you brought up retrofitting today with regard to sparsentan and the opportunity there, because I think that could be quite sizable based on a fixed 9% royalty. ,So, you have those legacy assets that you talked about. So, I guess, the comes down to, you do have some very interesting royalty streams that are coming in and the question that I was alluding to is, do people still come to you and say, we are not interested until you can replace Promacta revenue, because it seems like you can do that in a pretty timely fashion. ",0.21327160493827158,15.04
28,John Higgins,"Yes. Joe, thanks. The business, as much as we are innovators and technologists, our business is delivering solutions to our partners and if we are successful – if our partner is successful, we share in revenues. And that is as simple as our model is. Of course, we have to identify the technologies. We have to identify partners and structure good contracts. ,Along the way, we get paid service revenue. We get paid milestones, but the royalty line really is vital. It’s paramount to the growth success of our business. So, investors who know us we had an amazing royalty assets with Promacta, incredible medicine partnered with Novartis. And it was entering its kind of end of life stage. We divested that early 2019. ,That had a basis – about a $100 million of royalty revenue at the time. And so, some – like I see investors, I’ll say people who have been with us for quite a while to ask the question. What are you doing to replace Promacta? New investors, of course, may not have that basis of that history, and are looking at the baseline. ,Now, I’ll go about $30 million or so in royalties. And so, whether you’ve been with us a couple of years and are asking for, how are we replacing $100 million of revenue or was your new investors, I do think actually just in the last two or three months, we are hitting a stride where people are beginning to realize the royalty growth is beginning to happen. ,It is – while it’s been relatively flat the last year and a half, the trend lines, even through the pandemic are looking encouraging for the core assets right now. And the pipeline, the calendar news of quality data, major partners and just the quantity, the number of potential approvals is stacking up, again unlike anything we’ve ever seen in Ligand’s history. ,So, when we describe this royalty line, again, $30 million this year, $33 million is our guidance, we see this essentially tripling into 2023. And as Korenberg mentioned that excludes certain lead assets because of their outsize potential. Sparsentan shows good data. It’s filed. Next year it gets approved and launches in 2022, 9%, that could at some point generate Promacta like royalties. ,Some analysts we’ve read has described that is a $1 billion potential market in the U.S. alone, 9% on that is $90 million of royalty in the U.S. alone. So, we are excited about what’s happening, not only are the core assets growing, we see a stable of fairly high probability assets that should be approved in the near-term and then of course, the Pfenex contribution. ,They already have some in line royalties that w see ramping up next year. So, all three of these players are coming together and it’s more focused and I think there is more tangible evidence that this royalty line is going to grow than we’ve had the last six quarters. ,The final comment I’ll make just to call out a specific asset, another program that we are very excited about is, our partnered program Palvella. This is a private company that is running a pivotal trial right now for Pachyonychia Congenita. It’s a rare skin disorder. Incredibly debilitating and the data are expected here in the fourth quarter. ,Now, we call this project finance. They came to us as a private company. They saw a funding vehicle to fund their Phase 3 work. So far the Phase 2 data looks superlative and they are very close we believe to announcing their pivotal results. If this is positive, it could be a catalyst to filing an NDA, it could be a catalyst to a major financing, possibly an IPO and a launch and we disclosed the royalty rates for us. ,It’s a 5% to 9.88% rate. So, again a very substantial royalty for what could be an incredibly important medical market and that is months if not weeks away from a major data event. ",0.2179294217687075,12.79
29,Joe Pantginis ,"John, very helpful perspective. Thanks a lot guys. ",0.2,6.6
30,John Higgins,Thanks Joe.,0.2,0.8
31,Operator,The next question comes from the line of Scott Henry from Roth Capital. Your line is open. Please go ahead.,0.0,2.68
32,Scott Henry ,"Thank you and good morning. First, a couple of just clarifications for Matt Korenberg. Matt, I thought I heard you gave Kyprolis in Japan revenues for the quarter and perhaps some color on Evomela for the quarter. Could you just walk through those one more time? I think I missed that. ",0.48333333333333334,5.65
33,Matt Korenberg,"Yes. With Kyprolis in Japan, Ono reported 1.8 billion yen, which translates to about US$17.3 million. And that was by far – well, it’s uptick from last quarter which was about US$16 million translated. So, the record quarter for them. ,And then, on the Evomela side, we’ve booked our revenue to a level that is above – that shows growth both over last quarter and also over last year. But neither company has reported officially yet. So we can’t disclose those specific numbers. ",0.016666666666666666,8.57
34,Scott Henry ,"Okay. Thank you. And then, with regards to Teriparitide, in the therapeutic equivalents, what should the next data point we get be? I don’t know, I think you have to do factors testing. You announce that data or will you just announce when you file it? Just trying to get a sense as to how we can gauge progress on that event? ",0.25,8.14
35,John Higgins,"Matt Foehr can maybe give a little extra color, but the simple answer is that, our partner Alvogen will be running the trial. It’s expected to start relatively soon. They’ve been discussing with the FDA when and how to run the trial prior to our acquisition of Pfenex and Alvogen, we are seeing the trial would start in Q4. ,And then, after the trial is done, they’ll submit to the FDA and then, we’ll get our response sometime. The timing of all that is not precise, but we expect – we’ve said Alvogen has not, but we have said publicly that we expect sometime next year to get an answer from the FDA. The – so in terms of things to look for, I suspect it would be either Alvogen or Ligand commenting on the start of the trial and then enrollment and then refiling with the FDA.",-0.05416666666666667,13.46
36,Scott Henry ,"Okay. Thank you. That’s helpful. And I don’t know if you’ve talked about it or given color, but – and I don’t know who to take this question. But could you give a sense of what the revenue potential for Teriparitide looks like with or without the therapeutic equivalents designation? And I believe your guidance conservatively assumes it does not have it at this point throughout the duration of the guidance? ",0.25,13.42
37,John Higgins,"Sure. Yes. I think, we’ve given some framework in the past where, in the U.S., at least we can frame that as the comparative drug for Tayo in 2019 had about $645 million of sales. In the first two quarters this year were about a $125 million a quarter. So, a plus or minus of $500 million market at runrates right now. You can pick your penetration number for a biosimilar. ,But once you pick your penetration for the biosimilar and then you put a discount for price and then, what has been publicly disclosed is that sharing well before a therapeutic switchability rating is tiered but up to 40% for Ligand on gross profit. So you’ve got to factor in some margin from the sales to gross margin. ,And then, you can factor in whatever penetration you like. So, we do all that math and what we’ve said is, we think it could be kind of a 5 to 10, maybe $15 million prior to therapeutic switchability to Ligand and at least double or maybe triple that with therapeutic equivalents, partially because we think the substitution or the penetration will be higher. ,But also because the sharing goes from tiered up to 40% and pre-approval and then, it’s a 55.0% gross profit share once they have approval. ",0.05223214285714286,16.17
38,Scott Henry ,Great. Thank you for that color and thank you for taking the questions. ,0.8,5.2
39,Operator,"Again time for one more question, it’s from the line of Dana Flanders from Guggenheim. Your line is open. Please go ahead. ",0.25,2.92
40,Dana Flanders ,"Great. Thank you for squeezing me in. Two quick questions for me. First, Matt, maybe just some thoughts on how are you thinking about some of the oral antiviral treatments potentially impacting the COVID landscape? Roche, I think for instance, recently in-licensed an agent with Phase 2 data in hospitalized patients early next year. So, maybe some comments on what the potential impact could be? ,And then, secondly, maybe from the other Matt, I know a bunch of moving pieces with M&A. you had historically given some long-term assumptions of material sales growth ex remdesivir obviously 5% to 10% and contract payments between $40 million to $60 million annually. Just wondering if those still hold or if those has potentially moved higher given some of the recent deals and obviously greater focus on Captisol? Thank you. ",0.13177083333333334,13.2
41,Matt Foehr,"Yes. Thanks, Dana. This is Matt Foehr. Yes, in terms of therapeutic approaches for COVID-19, obviously this is a – the biggest health crisis of our lifetimes and clearly there is a lot of investments going on not only in the vaccine side, but on the therapeutic side and we obviously monitor the landscape there clearly folks developing immune modulators, obviously, folks looking at antibodies, essentially block cellular uptake of viral particles. ,I obviously highlighted that we’ve got three partners pursuing an antibody route and then also antivirals, as well the ones that you mentioned and others. And we continue to monitor the landscape there. I think it’s clear at this point remdesivir has established itself as standard-of-care with the first approval. We obviously monitor the landscape and I think that’s also why our partners Gilead are continuing to look at other ways to treat patients, as well in an outpatient setting. ,So, as I mentioned, they are working on an inhaled form that also uses Captisol and its formulation as well a subcu form as well. But , yes, we monitor the landscape as one would expect they’ll continue to be innovation and ultimately we expect for a virus like this and a disease like this. ,You follow the natural history of these viruses and the fact is that they don’t go away, right. They are around for a very long time and one would expect there will be multiple therapeutics used in combination as we seen with other viral diseases over the years. ",0.04319548872180451,18.77
42,Matt Korenberg,"Yes. And on your comments on longer term guidance, yes, the short answer to both of those still apply, the Captisol business outside of remdesivir continues to grow nicely and I think, we continue to see that over the longer term. ,And then, on the contract payment side, we had a slide in our Analyst Day that talked about the total and then the risk-adjusted numbers that was just some insight into how we are calculating those numbers that I’ve given over time. ,But we continue to see the contract line as $40 million to $60 million. Some years it’s going to be lower. Some years it’s going to be higher. But that math was always driven by that risk-adjusted portion of that chart we showed at Analyst Day that showed over $1 billion of future risk-adjusted payments and in particular, we had over $400 million over the next five years that we saw as potential. So, those numbers are where those things are coming from. ",0.11296296296296296,15.21
43,Dana Flanders ,Thank you. ,0.0,0.8
44,John Higgins,"Well, thank you. I appreciate the questions and turn out on our call today. Just a quick wrap up remark. Again, we are pleased with the business, the performance for Q3. As we move into next year, the two main things that investors are focusing on, one is financial growth. ,This year, our numbers suggest we are going to have better than 50% growth in both top and bottom-line revenue and adjusted earnings per share and that’s our outlook for next year, as well. So, we are pleased with the trend lines, with that performance. ,The second factor are the quality partnerships, not only quantity, we got the most ever, but some top tier partners that are funding some really important medical programs. We’ve got a windscreen of some good data and obviously a significant calendar of news events coming up. We appreciate investors’ time today and we look forward to giving you more updates as the weeks roll forward. ,Thank you. ",0.30416666666666664,10.84
45,Operator,"Thanks all the participants for joining us today. We hope you found this webcast presentation informative. This does concludes our webcast, and you may now disconnect. Have a great day.",0.5,9.67
