,0,full_statement,sentiment,GF_complexity
55,Christie Breves,"Yes, I'd just say, our top financial priority remains cash and liquidity. And we think strong liquidity and cash flow are extremely important as we continue, not just to make sure we're going to make it through COVID, but also to execute the strategy. As Dave said, we have $2.9 billion of liquidity, $1.7 billion of cash. So we're increasingly optimistic about the improving market conditions. As you know, our debt maturity profile has been extended.,We continue to work on our business resiliency planning so that we're prepared and do scenario analysis around the future and what it might hope. So as we move into 2021, we're trying to take a cash model approach to capital as we already talked about. So that we're well positioned to continue to execute our strategy because our strategy is all about delivering more resilient earnings, long-term cash flows through cycle and differentiation on the basis of both cost and capability and as you know, we have several of these strategic projects that are coming online. Our PRO-TEC JV coating line has started. We have the new EAF. So all of this is a line of sight to improve profitability and cash flow, which will help us deleverage in the future.",0.24696969696969698,12.14
56,John Tumazos,"Thanks. I'm still wondering if you have a debt reduction target, or you're going to buy Big River or you just want to have a big cash balance on hand is a precaution?",0.06666666666666667,16.84
57,Dave Burritt,"Well, I'm going to continue to let you wonder. We've got a lot of work to do here, we’re going to get through this year and we're going to make sure we make those important strategic choices at the appropriate time.",0.4666666666666666,10.15
58,John Tumazos,Thank you.,0.0,0.8
59,Operator,Thank you. Our next question is from the line of Matthew Fields with Bank of America. Please proceed with your question.,0.0,4.2
60,Matthew Fields,"Hey, everyone, just going back to some earlier comments about your Big River starting to roll some of your proprietary grades. Is the Big River substrates starting to rent time, essentially on your rolling lines and some of your JV rolling facilities and finishing facilities like PRO-TEC or anything else?",0.0,14.0
61,Dave Burritt,"Yes, we're not going to get into a lot of the details related to that, but if you think about what we're doing with Big River Steel is actually a proprietary process that has a few elements to it. It's the research and development that we have here at U.S. Steel, which frankly, I think it's second to none. We had an incredible team here that's been doing some great work with our customers. And then you marry that up with Big River Steel’s technologically advanced LEED certified flex mill.,And then also marry that up with our proprietary finishing processes. So it's basically R&D plus Big River advanced technology LEED certified with our finishing process, with our PRO-TEC operation where we're just actually going through the finishing up on the CGL3. The combination of all of those things position us very well for – and continued development of this Generation 3.,And as we said, we had the 11 grades of steel that are well underway. And frankly, I can't believe that the team has been able to move this fast in such a short period of time. So we're not going to tell you what the proprietary process is for all of these things, but there's a whole lot of technical elements that our team has been working very closely together to make it possible.",0.17142857142857146,13.56
62,Rich Fruehauf,"Yes, this is Rich. I just had one thing to what Dave said, which I think is going to be important as we move forward. Not only can they make those proprietary grades of advanced high-strength steel GEN3 steels at Big River, that's a low carbon footprint facility. So not only is it LEED certified, but when you think about the world we're in today and moving into where carbon emissions, greenhouse gas emissions are increasingly important to our customers, the ability to make those steels at a low carbon footprint facility is going to be an additional value that we can offer to our customer base. So we're really excited about the achievement so far.",0.10416666666666669,11.35
63,Matthew Fields,"Okay. And then as a follow-up to that early in the call, I think Mr. Burritt, you mentioned that you'd like to pull the trigger on Big River yesterday. If you had pulled the trigger yesterday, how would you fund it?",0.19999999999999998,5.48
64,Dave Burritt,"That's great. I also said I'd pulled the trigger yesterday on the last quarterly call as a recall, but you've seen our balance sheet. We've got cash in our balance sheet, so we could certainly do it with that cash.",0.33809523809523806,9.0
65,Matthew Fields,Okay. Thanks very much. And good luck.,0.415,1.4
66,Operator,Thank you. Our next question is from the line of Andreas Bokkenheuser with UBS. Please proceed with your question.,0.0,3.8
67,Andreas Bokkenheuser,"Thank you very much. Just a follow-up question on Keetac, you obviously mentioned supply reliability over the winter, which may makes a lot of sense. How should we think about that kind of going into the spring and basically later into next year, I mean, presumably you're not going to shut it back down again. So how do we think about that? What's the strategy there? Are you going to just buy less from outside third parties? And then you read through Granite City, Blast Furnace A, that's basically the question. Thank you very much.",0.04043981481481482,6.87
68,Dave Burritt,"That's another really good question. And we already said that it's inventory related here, but the key piece of course, is who are the customers and what did the customers want. And I think we've been able to demonstrate in a short period of time that the pellets that we make on the range are in high demand.,We have been selling on the seaborne market and we've actually picked up a couple of agreements here in North America. So we feel pretty good about that business and the opportunity to actually grow it. But for right now, we have to figure out, does it make sense to go through the – how long we'll keep Keetac open or not, if we have to figure out, does it make sense to do it right now. And obviously, there's some decisions to be made, but it's going to be customer-driven.",0.18876190476190474,11.77
69,Rich Fruehauf,"Yes. Dave, the only thing I would add to that for some additional context is around the financial implications of the potential decision. The restart costs in and of themselves are not material, less than $10 million, if we choose to move forward with the restart of the Keetac facility. And then not only cost them on the flip side aren't significant either. So we'll continue to be flexible as we evaluate the potential to restart Keetac.,And if we decide to go ahead and restart that will also be flexible in how we proceed running that asset into the future. So, as Dave mentioned, it's all about the internal demand. It's about satisfying a third-party customers and we'll make sure we have the footprint as we always do to support the business.",0.10984848484848486,12.74
70,Andreas Bokkenheuser,Got it. Thank you very much.,0.26,2.4
71,Operator,Thank you. And that concludes the Q&A session. I will now turn the presentation back over to our presenters.,0.0,8.01
72,Kevin Lewis,"Thank you, Dave, would you like to wrap up with some final remarks?",0.0,5.2
73,Dave Burritt,"Thanks everyone for your interest in U.S. Steel. And before I sign off, I do want to thank our employees and our customers for their continued support. To our employees, thank you for your continued commitment to safety and delivering for our customer. I know it's been a tough year, but you've rose to the challenge. Thank you so much. Our future is bright. To our customers, thank you for your partnership, as we collaborate to develop winning solutions together. Now let's get back to work safely.",0.25679012345679014,8.5
74,Operator,"That does conclude the conference call for today. We thank you all for your participation, and we ask that you disconnect your lines. Thank you, and have a great day.",0.8,8.0
